2018-12-26 07:42:27,405 INFO  [Log] Browser launched 
2018-12-26 07:42:28,542 INFO  [Log] Implicit wait applied to browser with 20 seconds 
2018-12-26 07:42:29,398 INFO  [Log] **************************************************************************************** 
2018-12-26 07:42:29,398 INFO  [Log] $$$$$$$$$$$$$$$$$$$$$                 TC01  Check whether the values are properly mapped from Employer Report form to 101 object in salesforce       $$$$$$$$$$$$$$$$$$$$$$$$$ 
2018-12-26 07:42:29,398 INFO  [Log] **************************************************************************************** 
2018-12-26 07:42:36,416 INFO  [Log] Last name entered 
2018-12-26 07:42:36,667 INFO  [Log] First name entered 
2018-12-26 07:42:36,938 INFO  [Log] Social Security Number entered 
2018-12-26 07:42:37,236 INFO  [Log] Birth date entered 
2018-12-26 07:42:37,519 INFO  [Log] HomeAddress entered 
2018-12-26 07:42:37,740 INFO  [Log] HomeCity entered 
2018-12-26 07:42:38,007 INFO  [Log] HomeState entered 
2018-12-26 07:42:38,182 INFO  [Log] HomeZipCode entered 
2018-12-26 07:42:38,426 INFO  [Log] HomeTelephone entered 
2018-12-26 07:42:38,711 INFO  [Log] Value selected from dropdown 
2018-12-26 07:42:38,711 INFO  [Log] Sex entered 
2018-12-26 07:42:38,889 INFO  [Log] Value selected from dropdown 
2018-12-26 07:42:38,889 INFO  [Log] MaritalStatus entered 
2018-12-26 07:42:39,094 INFO  [Log] EmployerName entered 
2018-12-26 07:42:39,299 INFO  [Log] FeinNumber entered 
2018-12-26 07:42:39,680 INFO  [Log] OfficeAddress entered 
2018-12-26 07:42:40,027 INFO  [Log] OfficeCity entered 
2018-12-26 07:42:40,378 INFO  [Log] OfficeState entered 
2018-12-26 07:42:40,545 INFO  [Log] OfficeZipCode entered 
2018-12-26 07:42:40,800 INFO  [Log] OfficeTelephone entered 
2018-12-26 07:42:41,150 INFO  [Log] DateOfInjury entered 
2018-12-26 07:42:41,411 INFO  [Log] DateEmployerNotifiedOfInjury entered 
2018-12-26 07:42:41,669 INFO  [Log] LastDayOfWorkAfterInjury entered 
2018-12-26 07:42:41,779 INFO  [Log] employeeReturnedToWorkNo selected 
2018-12-26 07:42:41,961 INFO  [Log] EmployerOccupationWhenInjured entered 
2018-12-26 07:42:42,143 INFO  [Log] Value selected from dropdown 
2018-12-26 07:42:42,143 INFO  [Log] injuryOccurOnEmployerPremises entered 
2018-12-26 07:42:42,331 INFO  [Log] WhatWasTheInjury entered 
2018-12-26 07:42:42,490 INFO  [Log] PartOfBodyInjured entered 
2018-12-26 07:42:42,732 INFO  [Log] Clicked on lookup icon 
2018-12-26 07:42:42,746 INFO  [Log] Get all the browser windows 
2018-12-26 07:42:42,756 INFO  [Log] Get the main window 
2018-12-26 07:42:42,766 INFO  [Log] Get the main window 
2018-12-26 07:42:42,766 INFO  [Log] Lookup window selected 
2018-12-26 07:42:42,780 INFO  [Log] Tab to Lookup window 
2018-12-26 07:42:43,873 INFO  [Log] Tab to search frame 
2018-12-26 07:42:44,155 INFO  [Log] search text entered 
2018-12-26 07:42:44,976 INFO  [Log] Click Go button 
2018-12-26 07:42:45,037 INFO  [Log] Tab to results frame 
2018-12-26 07:42:45,064 INFO  [Log] Get all the search items 
2018-12-26 07:42:45,125 INFO  [Log] Value needs to selected from lookup window 
2018-12-26 07:42:45,174 INFO  [Log] Value needs to selected from lookup window 
2018-12-26 07:42:45,361 INFO  [Log] Value selected from lookup 
2018-12-26 07:42:45,409 INFO  [Log] Tab to main browser window 
2018-12-26 07:42:45,409 INFO  [Log] partOfBodyLookupTable entered 
2018-12-26 07:42:45,594 INFO  [Log] Value selected from dropdown 
2018-12-26 07:42:45,594 INFO  [Log] Fatal entered 
2018-12-26 07:42:45,745 INFO  [Log] Value selected from dropdown 
2018-12-26 07:42:45,745 INFO  [Log] EmployeeTreatedInEmergencyRoom entered 
2018-12-26 07:42:45,891 INFO  [Log] Value selected from dropdown 
2018-12-26 07:42:45,891 INFO  [Log] EmployeeHospitalizedOvernight entered 
2018-12-26 07:42:46,089 INFO  [Log] Value selected from dropdown 
2018-12-26 07:42:46,089 INFO  [Log] ValidityOfClaimDoubted entered 
2018-12-26 07:42:46,216 INFO  [Log] WhatHappened entered 
2018-12-26 07:42:46,315 INFO  [Log] SubstanceDirectlyHarmedEmployee entered 
2018-12-26 07:42:46,529 INFO  [Log] Clicked on lookup icon 
2018-12-26 07:42:46,535 INFO  [Log] Get all the browser windows 
2018-12-26 07:42:46,541 INFO  [Log] Get the main window 
2018-12-26 07:42:46,546 INFO  [Log] Get the main window 
2018-12-26 07:42:46,546 INFO  [Log] Lookup window selected 
2018-12-26 07:42:46,555 INFO  [Log] Tab to Lookup window 
2018-12-26 07:42:47,637 INFO  [Log] Tab to search frame 
2018-12-26 07:42:47,906 INFO  [Log] search text entered 
2018-12-26 07:42:48,483 INFO  [Log] Click Go button 
2018-12-26 07:42:48,537 INFO  [Log] Tab to results frame 
2018-12-26 07:42:48,548 INFO  [Log] Get all the search items 
2018-12-26 07:42:48,585 INFO  [Log] Value needs to selected from lookup window 
2018-12-26 07:42:48,621 INFO  [Log] Value needs to selected from lookup window 
2018-12-26 07:42:48,789 INFO  [Log] Value selected from lookup 
2018-12-26 07:42:48,857 INFO  [Log] Tab to main browser window 
2018-12-26 07:42:48,857 INFO  [Log] NatureOfInjury entered 
2018-12-26 07:42:49,083 INFO  [Log] Clicked on lookup icon 
2018-12-26 07:42:49,088 INFO  [Log] Get all the browser windows 
2018-12-26 07:42:49,095 INFO  [Log] Get the main window 
2018-12-26 07:42:49,101 INFO  [Log] Get the main window 
2018-12-26 07:42:49,101 INFO  [Log] Lookup window selected 
2018-12-26 07:42:49,108 INFO  [Log] Tab to Lookup window 
2018-12-26 07:42:50,187 INFO  [Log] Tab to search frame 
2018-12-26 07:42:50,454 INFO  [Log] search text entered 
2018-12-26 07:42:51,025 INFO  [Log] Click Go button 
2018-12-26 07:42:51,073 INFO  [Log] Tab to results frame 
2018-12-26 07:42:51,086 INFO  [Log] Get all the search items 
2018-12-26 07:42:51,122 INFO  [Log] Value needs to selected from lookup window 
